countrycode,country,year,rgdpo,pop,emp,avh,rgdpna,rgdpna/pop,rgdpo/pop,rgdpo/(avh*emp),rgdpna/(avh*emp),continent
CRI,Costa Rica,2005,50876.88672,4.285502,1.702387929,2357.846397,54776.71484,12781.86659,11871.86162,12.67495679,13.64652081,Americas
CRI,Costa Rica,2006,51939.37109,4.345412,1.763699889,2365.613071,58741.30469,13518.00582,11952.69196,12.44882288,14.07910959,Americas
CRI,Costa Rica,2007,55013.37109,4.404628,1.843176723,2392.574753,63539.24219,14425.56379,12489.90178,12.47486245,14.40819369,Americas
CRI,Costa Rica,2008,58260.42188,4.463125,1.889470458,2397.883377,66493.55469,14898.42984,13053.72847,12.85894865,14.67612451,Americas
CRI,Costa Rica,2009,61673.82031,4.52074,1.881556749,2354.243106,65848.20313,14565.80187,13642.41702,13.92298074,14.8653555,Americas
CRI,Costa Rica,2010,62831.00781,4.577378,1.940775514,2249.265979,69108.92188,15097.92765,13726.41888,14.39321813,15.83135178,Americas
CRI,Costa Rica,2011,66766.73438,4.633086,1.980420232,2289.887566,72085.5,15558.85213,14410.85583,14.72273929,15.89558083,Americas
CRI,Costa Rica,2012,70761.73438,4.688,1.971206069,2242.599315,75543.39063,16114.20448,15094.22662,16.00717733,17.08884697,Americas
CRI,Costa Rica,2013,69764.05469,4.742107,2.03173852,2156.557737,77257.48438,16291.80539,14711.61547,15.92219027,17.63240929,Americas
CRI,Costa Rica,2014,73966.5,4.795396,2.068466663,2135.533113,79973.35156,16677.11104,15424.48215,16.74481035,18.10466366,Americas
CRI,Costa Rica,2015,79182.875,4.847804,2.106851101,2156.910504,82877.77344,17095.94147,16333.76164,17.4246995,18.2377856,Americas
CRI,Costa Rica,2016,84422.15625,4.899345,2.146195412,2212.38372,86396.75781,17634.34863,17231.31485,17.77979398,18.19565648,Americas
CRI,Costa Rica,2017,89731.84375,4.949954,2.192535639,2185.282478,89731.84375,18127.81366,18127.81366,18.72804079,18.72804079,Americas
CRI,Costa Rica,2018,91075.38281,4.999441,2.196188688,2127.988446,92119.04688,18425.86939,18217.11324,19.4877675,19.71108451,Americas
CRI,Costa Rica,2019,93491.82813,5.047561,2.256355524,2069.245457,94038.67969,18630.51872,18522.17895,20.02415098,20.14127606,Americas
CYP,Cyprus,1995,15180.44629,0.6507,0.251811117,1899.56748,15308.75293,23526.59126,23329.40877,31.73619926,32.00443677,Asia
CYP,Cyprus,1996,15054.5791,0.6609,0.253049612,1898.534503,15499.79688,23452.55996,22778.90619,31.33606417,32.26278372,Asia
CYP,Cyprus,1997,15594.02539,0.6704,0.25462234,1906.277353,15909.1748,23730.86934,23260.77773,32.12740465,32.77668747,Asia
CYP,Cyprus,1998,15481.4375,0.6789,0.258699477,1912.541938,16881.33203,24865.71223,22803.7082,31.2899426,34.11930645,Asia
CYP,Cyprus,1999,16683.53125,0.6864,0.263428181,1919.709986,17725.09766,25823.27747,24305.8439,32.99059296,35.05022248,Asia
CYP,Cyprus,2000,19120.9707,0.6936,0.267729819,1926.391536,18782.49023,27079.71487,27567.72016,37.07393042,36.41764567,Asia
CYP,Cyprus,2001,19664.85938,0.7013,0.273593903,1950.894051,19524.88477,27840.98783,28040.58089,36.84264033,36.58039415,Asia
CYP,Cyprus,2002,19092.96484,0.7096,0.279405415,1923.207432,20251.68359,28539.57665,26906.65846,35.53140864,37.68774789,Asia
CYP,Cyprus,2003,18078.22656,0.717836,0.289278924,1916.041869,20783.00391,28952.30095,25184.34094,32.61625064,37.49613725,Asia
CYP,Cyprus,2004,18465.53906,0.72798,0.300958425,1878.575267,21827.625,29983.82511,25365.44831,32.66080504,38.60747321,Asia
CYP,Cyprus,2005,21364.99414,0.73854,0.311895132,1847.303935,22886.90039,30989.38499,28928.68923,37.0813747,39.72281591,Asia
CYP,Cyprus,2006,22115.47266,0.750965,0.317674309,1832.921634,23965.80664,31913.34701,29449.40531,37.98133577,41.15911801,Asia
CYP,Cyprus,2007,23687.32227,0.767125,0.331743032,1862.06065,25187.48828,32833.61679,30878.0476,38.34602376,40.77455498,Asia
CYP,Cyprus,2008,25492.71289,0.786632,0.343428701,1867.718272,26106.13867,33187.23199,32407.41909,39.74368205,40.7000259,Asia
CYP,Cyprus,2009,25696.64648,0.808035,0.343539119,1847.103855,25579.92773,31656.95512,31801.40277,40.49570255,40.31176385,Asia
CYP,Cyprus,2010,26422.625,0.829446,0.345667094,1844.996799,26095.38281,31461.21967,31855.75071,41.43070329,40.9175872,Asia
CYP,Cyprus,2011,26344.57422,0.850881,0.346620083,1847.274468,26200.11523,30791.75024,30961.52602,41.14395481,40.91834426,Asia
CYP,Cyprus,2012,27058.04297,0.863945,0.334321886,1845.268705,25297.05664,29280.86469,31319.17306,43.86033629,41.00582636,Asia
CYP,Cyprus,2013,24262.26563,0.86193,0.315628171,1810.279089,23639.24414,27425.94427,28148.76571,42.46293997,41.3725503,Asia
CYP,Cyprus,2014,22666.70508,0.852504,0.30929926,1815.434358,23198.67383,27212.39294,26588.3856,40.3672312,41.3146166,Asia
CYP,Cyprus,2015,23929.62305,0.8477,0.314172566,1824.330841,23981.66992,28290.27949,28228.88174,41.75072278,41.8415305,Asia
CYP,Cyprus,2016,26193.91602,0.8516,0.328804761,1839.67539,25599.55664,30060.54091,30758.47348,43.30331402,42.32072972,Asia
CYP,Cyprus,2017,26715.97266,0.854802,0.344362378,1821.482647,26715.97266,31253.98941,31253.98941,42.59221773,42.59221773,Asia
CYP,Cyprus,2018,26906.84766,0.861749,0.357038051,1809.583284,27799.84961,32259.79909,31223.53221,41.64565922,43.02782243,Asia
CYP,Cyprus,2019,28053.96875,0.868495,0.366567165,1805.239785,28697.79688,33043.13424,32301.81953,42.39414222,43.36707198,Asia
CZE,Czech Republic,1993,212731.3594,10.35869,5.04389286,1856.903592,197385.5313,19055.06693,20536.5118,22.71309441,21.07463713,Europe
CZE,Czech Republic,1994,224292.5938,10.360969,5.098144531,1838.904586,203128.0781,19605.12363,21647.83948,23.92453987,21.66699186,Europe
CZE,Czech Republic,1995,232851.0156,10.358193,5.132678032,1857.902592,216333.0625,20885.21256,22479.88772,24.41806096,22.68589593,Europe
CZE,Czech Republic,1996,243425.2813,10.350309,5.161345005,1852.57746,225560.5781,21792.64195,23518.64869,25.458125,23.58978231,Europe
CZE,Czech Republic,1997,234766.3125,10.338339,5.124731541,1857.76228,224391.4219,21704.78467,22708.32021,24.65894648,23.56920805,Europe
CZE,Czech Republic,1998,225792.2344,10.323247,5.033247948,1877.418279,223591.3125,21659.01024,21872.21079,23.89459282,23.66167899,Europe
CZE,Czech Republic,1999,224739.1406,10.306411,4.921800137,1893.534706,226686.1406,21994.67309,21805.76154,24.11467828,24.32359284,Europe
CZE,Czech Republic,2000,231523.2031,10.289373,4.886872292,1895.562155,235755.9375,22912.56596,22501.19644,24.9934094,25.45034185,Europe
CZE,Czech Republic,2001,242380.2813,10.271008,4.88346386,1818.315695,242929.9375,23652.00548,23598.49016,27.29606349,27.35796396,Europe
CZE,Czech Republic,2002,238087.0156,10.252261,4.914577961,1816.570189,246743.5781,24067.23533,23222.8789,26.66842083,27.63805309,Europe
CZE,Czech Republic,2003,249011.4531,10.239136,4.87071991,1806.223982,255586.1094,24961.68714,24319.57668,28.30443969,29.05176259,Europe
CZE,Czech Republic,2004,256095.25,10.239439,4.860152721,1817.061064,267890.6875,26162.63328,25010.67197,28.99893741,30.3345934,Europe
CZE,Czech Republic,2005,279153.0625,10.258167,4.956709862,1816.988242,285575.7813,27838.87036,27212.76252,30.99536688,31.70850441,Europe
CZE,Czech Republic,2006,285493.875,10.298614,5.029677868,1799.166764,304900.5313,29605.9772,27721.58224,31.54897142,33.69353597,Europe
CZE,Czech Republic,2007,310792.0313,10.357538,5.134018898,1784.364459,321884.5,31077.3178,30006.36167,33.92570236,35.13654355,Europe
CZE,Czech Republic,2008,327105.0625,10.425266,5.236539364,1789.540514,330531.6563,31704.86549,31376.18383,34.90610237,35.27176174,Europe
CZE,Czech Republic,2009,314229.5,10.488155,5.143602848,1778.766952,315137.6875,30047.00898,29960.41725,34.34475908,34.44402246,Europe
CZE,Czech Republic,2010,318896.5625,10.536518,5.098990917,1799.500518,322811,30637.35097,30265.83948,34.75470635,35.18131843,Europe
CZE,Czech Republic,2011,328852.2813,10.566517,5.089023113,1805.623344,328493.625,31088.1651,31122.10781,35.78815211,35.74912047,Europe
CZE,Czech Republic,2012,327438.3438,10.581293,5.110384464,1776.124369,325914.9375,30801.05026,30945.02191,36.07468834,35.90685093,Europe
CZE,Czech Republic,2013,323381.625,10.586533,5.127679348,1763.004804,325765.3125,30771.67119,30546.50895,35.77181565,36.03549429,Europe
CZE,Czech Republic,2014,338200.4688,10.591108,5.152778149,1776.737581,333134.5,31454.16891,31932.49174,36.94107013,36.38772286,Europe
CZE,Czech Republic,2015,347158.625,10.601397,5.221146584,1756.160952,351085.0313,33116.86481,32746.49794,37.86149486,38.28971297,Europe
CZE,Czech Republic,2016,355307.875,10.618857,5.302702904,1778.52554,359993.0625,33901.30054,33460.08662,37.67449431,38.17128057,Europe
CZE,Czech Republic,2017,378600.0938,10.641034,5.382019997,1784.371195,378600.0938,35579.25797,35579.25797,39.42304869,39.42304869,Europe
CZE,Czech Republic,2018,391695.1563,10.665677,5.448913097,1786.68911,390644.5625,36626.32597,36724.82827,40.23364032,40.12572678,Europe
CZE,Czech Republic,2019,401072.2188,10.689209,5.481432438,1787.543402,399767.3125,37399.14829,37521.22526,40.93284394,40.79966712,Europe
DEU,Germany,1950,359301.8125,68.73409731,30.85580826,2428.279448,495205,7204.648339,5227.417345,4.795388712,6.60920815,Europe
DEU,Germany,1951,397637.375,69.07386748,31.43651009,2402.437049,543256.9375,7864.869267,5756.697714,5.265030052,7.193147027,Europe
DEU,Germany,1952,434206.2188,69.44882095,32.02428055,2376.869672,593964.5,8552.549804,6252.175528,5.704417298,7.803253897,Europe
DEU,Germany,1953,471546.1875,69.84689487,32.83584976,2351.57439,646873.8125,9261.310953,6751.14031,6.106850049,8.377464346,Europe
DEU,Germany,1954,512388.25,70.2640683,33.83582306,2326.548306,697127.4375,9921.535351,7292.322554,6.508941114,8.855709396,Europe
DEU,Germany,1955,583818.125,70.69430981,34.94468307,2301.788558,781496.375,11054.58667,8258.346769,7.258235262,9.715841807,Europe
DEU,Germany,1956,629113.75,71.13962988,35.66187668,2277.292308,841850.625,11833.77853,8843.36552,7.74651211,10.36602055,Europe
DEU,Germany,1957,664996.8125,71.60505469,36.33531189,2253.056755,892921.5,12470.09033,9287.009351,8.12303902,10.90717437,Europe
DEU,Germany,1958,687191,72.09762091,36.61452103,2229.079123,932734.0625,12937.09904,9531.396339,8.419738848,11.42823061,Europe
DEU,Germany,1959,745472.125,72.62537043,36.98579025,2205.356667,1006071.563,13852.89406,10264.62406,9.139399667,12.3343178,Europe
DEU,Germany,1960,816785.8125,73.19634515,37.44638443,2181.886672,1092642.25,14927.55202,11158.83328,9.99691742,13.37321753,Europe
DEU,Germany,1961,849921.375,73.80953983,37.82587433,2155.259848,1147274.25,15543.71227,11515.06129,10.42533786,14.07273899,Europe
DEU,Germany,1962,881025.5,74.45691257,37.92554092,2118.143669,1201906.375,16142.30746,11832.68913,10.96733933,14.96178608,Europe
DEU,Germany,1963,901191.375,75.11534292,37.97513199,2087.684196,1234685.625,16437.19614,11997.43408,11.36718507,15.57371763,Europe
DEU,Germany,1964,968410.125,75.75768948,38.02561188,2099.182143,1311170.625,17307.42627,12782.99446,12.13201635,16.42604002,Europe
DEU,Germany,1965,1017249.25,76.36183702,38.16631699,2084.960998,1387655.5,18172.10735,13321.43502,12.78348276,17.43827302,Europe
DEU,Germany,1966,1045583.813,76.91974366,38.08063507,2058.636752,1420434.75,18466.45195,13593.17859,13.33751579,18.1191318,Europe
DEU,Germany,1967,1037976.563,77.43040414,37.35086441,2020.915418,1420435,18344.66726,13405.28406,13.75114156,18.81796128,Europe
DEU,Germany,1968,1098684,77.88376611,37.48497009,2008.40888,1496919.75,19219.91995,14106.71382,14.59363562,19.88333441,Europe
DEU,Germany,1969,1181869.75,78.26877195,37.87318802,1988.64048,1606184.125,20521.39167,15100.14429,15.69211483,21.32589123,Europe
DEU,Germany,1970,1239866.625,78.578385,38.09579849,1973.209025,1682669.125,21413.89296,15778.72369,16.49395463,22.38455947,Europe
DEU,Germany,1971,1278896.625,78.789939,38.06710052,1941.236665,1735382,22025.42637,16231.72503,17.30641672,23.48371516,Europe
DEU,Germany,1972,1340240.125,78.901818,38.07825089,1916.122729,1810009.375,22940.02117,16986.17546,18.36886416,24.80735782,Europe
DEU,Germany,1973,1414862.375,78.932455,38.33142471,1885.562397,1896482.25,24026.64721,17924.97617,19.57574628,26.23934031,Europe
DEU,Germany,1974,1438005.125,78.909807,38.03532028,1852.278867,1913362.25,24247.45824,18223.40188,20.41112698,27.15837319,Europe
DEU,Germany,1975,1437515.25,78.856039,37.43514252,1812.540349,1896778.5,24053.68725,18229.61524,21.18582041,27.95435294,Europe
DEU,Germany,1976,1515613.25,78.781733,37.52067184,1824.946029,1990655,25267.97678,19238.13037,22.13440041,29.07203064,Europe
DEU,Germany,1977,1572340.125,78.687323,37.63051605,1806.88719,2057286.5,26145.08185,19982.12755,23.12465619,30.25683962,Europe
DEU,Germany,1978,1626621.75,78.573586,37.92113113,1787.825081,2119179.75,26970.63807,20701.8902,23.99276311,31.25802156,Europe
DEU,Germany,1979,1701693.625,78.438164,38.39735031,1775.785855,2207133.5,28138.51558,21694.71515,24.95683591,32.36955688,Europe
DEU,Germany,1980,1725220,78.2831,38.70497131,1756.723747,2238228.25,28591.46163,22038.2177,25.37314271,32.91805382,Europe
DEU,Germany,1981,1689161.375,78.107857,38.62104797,1734.651833,2250074,28807.26839,21626.011,25.21359478,33.58616583,Europe
DEU,Germany,1982,1650756.875,77.926011,38.30965424,1723.615875,2241189.5,28760.48025,21183.644,24.99967696,33.94140855,Europe
DEU,Germany,1983,1650723.375,77.770213,38.03018951,1710.57338,2276430.5,29271.23911,21225.65069,25.37488614,34.99324334,Europe
DEU,Germany,1984,1666047.875,77.682295,38.22592163,1699.537423,2340692.75,30131.61171,21446.94457,25.64476832,36.02929074,Europe
DEU,Germany,1985,1668138.75,77.691595,38.57288742,1676.46224,2395182.75,30829.36771,21471.28978,25.79623029,37.03929652,Europe
DEU,Germany,1986,1800300,77.806147,39.01647949,1657.400132,2449968.5,31488.1098,23138.27467,27.84001293,37.88654931,Europe
DEU,Germany,1987,1879877.625,78.015731,39.35573959,1634.324948,2484320.75,31843.84378,24096.1355,29.22692265,38.62434949,Europe
DEU,Germany,1988,1979925.375,78.307525,39.59831619,1629.308604,2576420.25,32901.31121,25283.97335,30.68801174,39.93343177,Europe
DEU,Germany,1989,2064584.25,78.660303,39.83166885,1606.233421,2676812,34030.02401,26246.83826,32.26973874,41.83894355,Europe
DEU,Germany,1990,2221450.25,79.053984,39.54772949,1583.158237,2817478.5,35639.93056,28100.42123,35.48058009,45.00022973,Europe
DEU,Germany,1991,2344616.25,79.490835,38.64250183,1554.063441,2961403,37254.64703,29495.42862,39.04251544,49.31323936,Europe
DEU,Germany,1992,2428830,79.963159,38.07052231,1565.093848,3018352.75,37746.79224,30374.36277,40.76316521,50.65715254,Europe
DEU,Germany,1993,2454800,80.428556,37.5483284,1540.184349,2988868,37161.77622,30521.49786,42.44756687,51.68248913,Europe
DEU,Germany,1994,2551067,80.832937,37.62234116,1536.576995,3060358.5,37860.29079,31559.74649,44.12875966,52.93856442,Europe
DEU,Germany,1995,2642739.75,81.138659,37.81583023,1530.571474,3107615,38300.05374,32570.66092,45.65907855,53.69080984,Europe
DEU,Germany,1996,2678939.75,81.323664,37.80739975,1516.751189,3132656.75,38520.85108,32941.70009,46.71666082,54.62879964,Europe
DEU,Germany,1997,2767329.5,81.399251,37.77033234,1507.67613,3188799,39174.79536,33996.98973,48.59616606,55.99745377,Europe
DEU,Germany,1998,2862586,81.402673,38.21792984,1504.559034,3253019.5,39962.07225,35165.74941,49.78312463,56.57313883,Europe
DEU,Germany,1999,2978213,81.389927,38.80725479,1491.513292,3314412.25,40722.63451,36591.91143,51.45359275,57.26199507,Europe
DEU,Germany,2000,3035471.75,81.400882,39.60311508,1465.937805,3410944.5,41903.04105,37290.40368,52.28550448,58.75296119,Europe
DEU,Germany,2001,3076616,81.453885,39.4514389,1458.165032,3468298.75,42579.9058,37771.26162,53.48152313,60.29023441,Europe
DEU,Germany,2002,3065723,81.535122,39.23355103,1448.923511,3461432.5,42453.2694,37600.02959,53.92992727,60.89095556,Europe
DEU,Germany,2003,3140563.5,81.61438,38.8254509,1443.408008,3437198.5,42115.10888,38480.51655,56.04049472,61.33367607,Europe
DEU,Germany,2004,3231047.25,81.646474,38.97291565,1442.584218,3477588.25,42593.24475,39573.62874,57.46974033,61.85489664,Europe
DEU,Germany,2005,3391866.5,81.602741,38.92366791,1432.423495,3503034,42927.89626,41565.5952,60.83500615,62.8288569,Europe
DEU,Germany,2006,3470312,81.472226,39.18634415,1453.188534,3636725.25,44637.60754,42595.0311,60.94131359,63.86365661,Europe
DEU,Germany,2007,3665398.5,81.27783,39.81446075,1454.087207,3744970.75,46076.16554,45097.15011,63.31256465,64.68701909,Europe
DEU,Germany,2008,3750630.75,81.065752,40.34532547,1447.328469,3780918,46640.13972,46266.52634,64.23089624,64.74957625,Europe
DEU,Germany,2009,3498118,80.899961,40.42920685,1405.055864,3565638.5,44074.66278,43240.04557,61.58084475,62.76947515,Europe
DEU,Germany,2010,3672402,80.827002,40.63188171,1425.745469,3714678.5,45958.38529,45435.33608,63.39299635,64.12277321,Europe
DEU,Germany,2011,3861188.25,80.855632,41.22457886,1426.896784,3860486.5,47745.42483,47754.10388,65.64054664,65.62861682,Europe
DEU,Germany,2012,3830993.25,80.972628,41.677948,1407.982103,3876642.75,47875.96557,47312.20098,65.28417552,66.06209127,Europe
DEU,Germany,2013,3839727.75,81.174367,41.99615097,1396.458087,3893606.5,47965.96073,47302.2198,65.47312027,66.39183381,Europe
DEU,Germany,2014,3973957.75,81.450378,42.33126068,1400.411975,3979637.5,48859.65661,48789.92397,67.03571209,67.13152239,Europe
DEU,Germany,2015,3931076.75,81.787411,42.53557968,1400.793099,4039011,49384.26282,48064.57011,65.97587729,67.78735473,Europe
DEU,Germany,2016,4048522.75,82.193768,42.92736053,1394.754324,4129080.75,50235.93455,49255.83592,67.61836755,68.96384608,Europe
DEU,Germany,2017,4236518.5,82.658409,43.59321976,1391.339722,4236518.5,51253.32741,51253.32741,69.84848268,69.84848268,Europe
DEU,Germany,2018,4263030.5,83.124418,44.30603027,1389.931779,4290237.5,51612.24106,51284.93652,69.22486467,69.66666327,Europe
DEU,Germany,2019,4275312,83.517045,44.79519653,1386.196834,4314067.5,51654.93463,51190.89163,68.8511922,69.47532498,Europe
DNK,Denmark,1950,45009.82031,4.273152246,1.973804712,2049.513862,54798.22266,12823.84046,10533.16562,11.12633771,13.54601123,Europe
DNK,Denmark,1951,44230.96875,4.305788638,1.996780276,2035.059061,53879.17578,12513.19568,10272.44309,10.88476746,13.25908783,Europe
DNK,Denmark,1952,45167.42188,4.336184197,1.977964282,2020.706208,55078.16406,12701.98902,10416.39834,11.30065669,13.78027343,Europe
DNK,Denmark,1953,48024.5625,4.371481726,2.021835327,2006.454582,58498.29297,13381.79973,10985.87745,11.8382717,14.42009359,Europe
DNK,Denmark,1954,49626.14063,4.408220507,2.039463043,1992.30347,61435.08984,13936.48293,11257.63572,12.21347283,15.11976936,Europe
DNK,Denmark,1955,49440.99609,4.44123713,2.033422232,1978.252163,61161.13672,13771.19369,11132.25767,12.29073897,15.20429656,Europe
DNK,Denmark,1956,50474.42969,4.468722039,2.022330523,1964.299956,62392.08594,13961.95274,11295.04795,12.70607683,15.70614353,Europe
DNK,Denmark,1957,53023.12109,4.490092724,2.026489973,1950.446152,64699.66797,14409.42803,11808.9145,13.41488222,16.36905575,Europe
DNK,Denmark,1958,54031.98047,4.517407316,2.033223867,1936.690056,66212.75781,14657.24766,11960.83875,13.72162558,16.81498,Europe
DNK,Denmark,1959,58538.71484,4.548927347,2.072836876,1923.030979,71513.08594,15720.86791,12868.68538,14.68560278,17.94048223,Europe
DNK,Denmark,1960,62189.94531,4.583308411,2.111657143,1909.468236,75799.78906,16538.22572,13568.78912,15.42354947,18.79888768,Europe
DNK,Denmark,1961,66130.25781,4.61214011,2.142499447,1921.411191,80756.375,17509.52336,14338.30201,16.06420293,19.61714408,Europe
DNK,Denmark,1962,69306.84375,4.649240992,2.175397635,1933.428843,85711.21875,18435.52935,14907.13083,16.47818128,20.37843485,Europe
DNK,Denmark,1963,70440.25781,4.685939222,2.202127457,1945.521661,86736.10156,18509.86482,15032.26023,16.44153701,20.24516758,Europe
DNK,Denmark,1964,76187.46875,4.722549669,2.247362614,1957.690115,94082.25781,19921.92024,16132.69824,17.31675231,21.384083,Europe
DNK,Denmark,1965,79516.07813,4.760497841,2.288485527,1969.934678,97900.17188,20565.11213,16703.31146,17.63822816,21.7161813,Europe
DNK,Denmark,1966,81621.28906,4.799917797,2.327552319,1982.255825,101361.2422,21117.2871,17004.72644,17.69067055,21.96912549,Europe
DNK,Denmark,1967,86031.36719,4.841238429,2.327684164,1953.661828,107169.375,22136.76863,17770.52885,18.91835548,23.56661761,Europe
DNK,Denmark,1968,90940.24219,4.869752872,2.345380545,1909.191831,113164.8594,23238.31668,18674.50866,20.3092189,25.27252892,Europe
DNK,Denmark,1969,96764.80469,4.893151613,2.390716076,1869.701835,120471.8672,24620.5057,19775.55824,21.64796456,26.95164548,Europe
DNK,Denmark,1970,98012.05469,4.931241,2.422612667,1845.349837,122345.4609,24810.27817,19875.73811,21.92384885,27.36687238,Europe
DNK,Denmark,1971,100734.2031,4.961762,2.417162895,1809.73684,126021.9766,25398.63391,20302.10299,23.02796756,28.80878488,Europe
DNK,Denmark,1972,104950.8516,4.990546,2.465837479,1751.847845,130973.8125,26244.38538,21029.93371,24.29546045,30.31961184,Europe
DNK,Denmark,1973,108959.9844,5.017248,2.494870186,1709.508849,136334.4688,27173.15723,21717.08163,25.54745989,31.96585785,Europe
DNK,Denmark,1974,107304.625,5.041419,2.474922657,1691.491851,134804.2344,26739.3435,21284.60757,25.63226001,32.2011953,Europe
DNK,Denmark,1975,105588.6484,5.062729,2.44561553,1616.507857,132840.75,26238.96124,20856.07356,26.70860636,33.60201454,Europe
DNK,Denmark,1976,111504.4297,5.081267,2.490239382,1623.538309,140711.0156,27692.11215,21944.21779,27.57963303,34.80362336,Europe
DNK,Denmark,1977,114321.3516,5.097045,2.48453474,1598.426822,143342.7188,28122.71007,22428.94688,28.78654331,36.09423197,Europe
DNK,Denmark,1978,117542.4375,5.10969,2.503947258,1575.15552,146533.9688,28677.66318,23003.82949,29.80204568,37.15264141,Europe
DNK,Denmark,1979,122231.5234,5.118707,2.530703068,1563.842815,152203.4375,29734.74307,23879.3749,30.88509446,38.45830775,Europe
DNK,Denmark,1980,122870.7891,5.123945,2.515690804,1577.43595,151468.3125,29560.8779,23979.72442,30.96275888,38.16917653,Europe
DNK,Denmark,1981,118541.9688,5.125298,2.477561235,1546.395854,150459.3281,29356.21073,23128.79539,30.94048106,39.27118843,Europe
DNK,Denmark,1982,120455.3516,5.123349,2.489611387,1552.843276,156003.2344,30449.46467,23511.05723,31.15780908,40.35286876,Europe
DNK,Denmark,1983,121519.6563,5.119607,2.491283894,1545.957729,160053.1719,31262.78479,23736.12979,31.55191311,41.55692937,Europe
DNK,Denmark,1984,124052.625,5.116058,2.526872396,1540.836859,166721.2188,32587.82812,24247.69715,31.86148317,42.8204184,Europe
DNK,Denmark,1985,125943.3594,5.114243,2.583688974,1527.466411,173396.2344,33904.57481,24626.0022,31.912687,43.936733,Europe
DNK,Denmark,1986,135211.9219,5.114657,2.643522263,1530.951121,181900,35564.45721,26436.16608,33.40955479,44.94572618,Europe
DNK,Denmark,1987,138454.0313,5.117277,2.661460638,1493.026518,182362.4531,35636.61946,27056.19243,34.84320021,45.89314886,Europe
DNK,Denmark,1988,138433.875,5.122441,2.650039673,1471.169688,182337.6094,35595.84373,27024.98184,35.50808346,46.76932617,Europe
DNK,Denmark,1989,139260.8438,5.130361,2.644069672,1454.950439,183514.0625,35770.20457,27144.45314,36.19994641,47.70328147,Europe
DNK,Denmark,1990,143015.4219,5.141115,2.634172201,1440.499755,186221.3438,36221.97592,27817.97759,37.68994646,49.07633305,Europe
DNK,Denmark,1991,143543.7188,5.154908,2.608841419,1437.311293,188816.625,36628.515,27846.02921,38.28121157,50.35489698,Europe
DNK,Denmark,1992,149179.1406,5.17165,2.587602615,1452.366597,192511.7969,37224.44421,28845.56005,39.69485935,51.22518247,Europe
DNK,Denmark,1993,148057.6094,5.190742,2.546309471,1448.919176,192532.3281,37091.48483,28523.39981,40.13057543,52.1853159,Europe
DNK,Denmark,1994,154709.8125,5.211334,2.598382235,1406.661864,202799,38914.98799,29687.18038,42.32774265,55.48467639,Europe
DNK,Denmark,1995,159860.3438,5.232704,2.611678839,1419.143422,208939.0156,39929.45437,30550.23631,43.13151211,56.37330354,Europe
DNK,Denmark,1996,165846.3438,5.25486,2.633845329,1412.263976,214998.375,40914.19657,31560.5637,44.58612739,57.80015839,Europe
DNK,Denmark,1997,174630.6719,5.277711,2.670728207,1428.089455,222009.2344,42065.4398,33088.33543,45.78628628,58.20843643,Europe
DNK,Denmark,1998,180018.1094,5.300379,2.71014905,1441.134979,226933.7344,42814.62408,33963.25232,46.09123662,58.10335685,Europe
DNK,Denmark,1999,188659.2188,5.321774,2.734749556,1456.497256,233623.7656,43899.60296,35450.43791,47.36426481,58.65294033,Europe
DNK,Denmark,2000,199781.7969,5.341194,2.755956173,1465.937245,242377.4375,45378.88672,37403.95816,49.45022011,59.99354207,Europe
DNK,Denmark,2001,199670.375,5.358062,2.782087803,1468.677111,244372.5625,45608.38648,37265.40958,48.86708967,59.80744977,Europe
DNK,Denmark,2002,199138.9219,5.372801,2.782571077,1462.584584,245512.1719,45695.37786,37064.26534,48.931541,60.32617226,Europe
DNK,Denmark,2003,202979.0781,5.386968,2.756796837,1457.829011,246469.8438,45752.98085,37679.65173,50.50564544,61.32710157,Europe
DNK,Denmark,2004,213716.5469,5.402761,2.743247509,1458.075543,253046.1563,46836.452,39556.91301,53.43097875,63.26372008,Europe
DNK,Denmark,2005,233303.5,5.421702,2.784317493,1451.363917,258958.9844,47763.41163,43031.41338,57.73327263,64.08197753,Europe
DNK,Denmark,2006,242721,5.444286,2.849603176,1455.701807,269092,49426.49964,44582.70561,58.51275482,64.87001216,Europe
DNK,Denmark,2007,249906.0938,5.469921,2.91692543,1432.769768,271538.7188,49642.16462,45687.33145,59.7964099,64.97256744,Europe
DNK,Denmark,2008,265509.1563,5.497729,2.949064732,1430.0546,270148.375,49138.17596,48294.33321,62.95679021,64.05682881,Europe
DNK,Denmark,2009,254246.0469,5.526388,2.856043816,1417.028395,256893.4844,46484.88025,46005.82639,62.82185994,63.4760174,Europe
DNK,Denmark,2010,271409.9688,5.554844,2.7914505,1422.306357,261699.9375,47112.02286,48860.05237,68.3601037,65.91443545,Europe
DNK,Denmark,2011,277400.3438,5.582978,2.792827845,1436.980152,265198.25,47501.21709,49686.80581,69.1213258,66.08086491,Europe
DNK,Denmark,2012,275497.2188,5.610903,2.776367188,1423.347827,265798.8438,47371.84794,49100.33532,69.71548825,67.26128217,Europe
DNK,Denmark,2013,270459.7813,5.638145,2.777828932,1425.635121,268279.6875,47582.97055,47969.63917,68.29498431,67.74447929,Europe
DNK,Denmark,2014,271095.5313,5.664196,2.800747633,1413.808229,272624.1563,48131.13039,47861.25537,68.46330747,68.84935117,Europe
